name,category,weight
The North Face Tech-Osito Fleece Jacket - Women's - 2015,Women's Fleece Jackets,28
Marmot Hard Face Stretch Jacket - Men's - 2015,Men's Fleece Jackets,320
The North Face McKhumbu Jacket - Boys' - 2015,Kids' Fleece Jackets,340
The North Face Nimble Hoodie Jacket - Women's - 2015,Women's Soft-Shell Jackets,419
REI Revelcloud Jacket - Women's,Women's Synthetic Insulation Jackets,311
Black Diamond Flow State Soft-Shell Hoodie - Women's - 2015,Women's Soft-Shell Jackets,360
Marmot Aeris Jacket - Men's - 2015,Men's Running Jackets,138
Sierra Designs Hurricane Rain Jacket - Men's - 2015,Men's Multi-Sport Rain Jackets,382
Black Diamond GTX FrontPoint Gaiters,Gaiters,252
Marmot Palisades Jacket - Women's - 2014,Women's Multi-Sport Rain Jackets,510
Sierra Designs Pack Trench Rain Jacket - Men's - 2015,Men's Multi-Sport Rain Jackets,425
Mammut Kaleetan Hooded Soft-Shell Jacket - Men's,Men's Soft-Shell Jackets,326
The North Face Petrel Hybrid Wind Jacket - Girls' - 2015,Kids' Wind Shells,345
Marmot PreCip Jacket - Women's - 2014,Women's Multi-Sport Rain Jackets,272
Sierra Designs Sierra Designs DriDown Rain Jacket - Men's - 2014,Men's Down Jackets,538
Marmot Gravity Jacket - Women's - 2014,Women's Soft-Shell Jackets,618
Black Diamond Tangent Hoodie - Men's - 2015,Men's Fleece Jackets,405
Black Diamond Coalesce Hoodie - Women's - 2014,Women's Fleece Jackets,430
Marmot Tech Sweater - Women's - 2014,Women's Fleece Jackets,425
Mountain Hardwear Piero Work Jacket - Men's - 2014,Men's Soft-Shell Jackets,623
Mountain Hardwear Nut Shell High Gaiters,Gaiters,218
Marmot Reactor 1/2 Zip - Men's - 2014,Men's Fleece Jackets,263
REI Revelcloud Hoodie Jacket - Men's,Men's Synthetic Insulation Jackets,385
Millet Kamet GTX Jacket - Men's,Men's Multi-Sport Rain Jackets,510
Marmot Furlong Jacket - Women's - 2014,Women's Soft-Shell Jackets,731
The North Face Moksha Surgent Full-Zip Hoodie - Girls' - 2015,Kids' Fleece Jackets,328
Marmot Calen Insulated Jacket - Women's,Women's Synthetic Insulation Jackets,419
Marmot Reactor Hoodie - Men's - 2014,Men's Fleece Jackets,561
Black Diamond Hot Forge Jacket - Women's,Women's Down Jackets,323
Black Diamond Flow State Soft-Shell Jacket - Women's,Women's Soft-Shell Jackets,309
Marmot Crystalline Rain Jacket - Women's - 2014,Women's Multi-Sport Rain Jackets,184
Eider Wonder Fleece Hoodie - Men's,Men's Fleece Jackets,447
Marmot Stretch Fleece Hoodie - Women's,Women's Fleece Jackets,396
The North Face FuseForm Dot Matrix Rain Jacket - Men's - 2015,Men's Multi-Sport Rain Jackets,326
The North Face Denali Fleece Jacket  - Boys' - 2015,Kids' Fleece Jackets,0
Columbia Loch Lomond Rain Jacket - Men's,Men's Multi-Sport Rain Jackets,453
Marmot Power Stretch Flex Jacket - Men's - 2015,Men's Fleece Jackets,320
The North Face Shellrock Soft-Shell Jacket - Women's - 2015,Women's Soft-Shell Jackets,519
Outdoor Research Aria Hoodie Down Jacket - Women's,Women's Down Jackets,382
Marmot Backroad Fleece Jacket - Men's,Men's Fleece Jackets,793
Outdoor Research Wrapid Gaiters,Gaiters,136
The North Face Nuptse Down Jacket - Men's,Men's Down Jackets,649
Arc'teryx Cerium LT Jacket - Women's,Women's Down Jackets,235
Marmot Poacher Pile Jacket - Men's,Men's Fleece Jackets,640
Mountain Hardwear Kelvinator Hooded Down Jacket - Men's,Men's Down Jackets,481
Mountain Hardwear Quasar Insulated Jacket - Men's,Men's Synthetic Insulation Jackets,623
Mountain Hardwear Alchemy Hooded Jacket - Men's,Men's Soft-Shell Jackets,652
Arc'teryx Cerium SV Jacket - Men's,Men's Down Jackets,399
Arc'teryx Tenquille Soft-Shell Hoodie - Men's,Men's Soft-Shell Jackets,289
Outdoor Research Cathode Hooded Jacket - Women's,Women's Synthetic Insulation Jackets,343
Outdoor Research Deviator Insulated Hoodie Jacket - Women's,Women's Synthetic Insulation Jackets,274
Black Diamond Access LT Hybrid Hoody Jacket - Men's,Men's Synthetic Insulation Jackets,394
Black Diamond Hot Forge Hybrid Hoodie - Women's,Women's Down Jackets,348
Black Diamond Liquid Point Rain Jacket - Women's,Women's Multi-Sport Rain Jackets,354
Mammut Ellinor Jacket - Women's,Women's Synthetic Insulation Jackets,907
Mammut Luahna Hooded Soft-Shell Jacket - Women's,Women's Soft-Shell Jackets,708
Marmot Troll Wall Jacket - Men's,Men's Multi-Sport Rain Jackets,445
Marmot Zion Soft-Shell Jacket - Men's,Men's Soft-Shell Jackets,708
Marmot Adroit Rain Jacket - Women's,Women's Multi-Sport Rain Jackets,300
SmartWool Corbet 120 Jacket - Men's,Men's Synthetic Insulation Jackets,447
SmartWool Corbet 120 Jacket - Women's,Women's Synthetic Insulation Jackets,374
Mountain Hardwear Thermostatic Hooded Jacket - Men's,Men's Synthetic Insulation Jackets,283
Mountain Hardwear Synchro Jacket - Men's,Men's Soft-Shell Jackets,652
Mountain Hardwear Micro Thermostatic Jacket - Women's,Women's Synthetic Insulation Jackets,198
The North Face FuseForm Dot Matrix Insulated Jacket - Men's,Men's Synthetic Insulation Jackets,782
The North Face Victory Hooded Jacket - Men's,Men's Multi-Sport Rain Jackets,481
The North Face FuseForm Dot Matrix Insulated Jacket - Women's,Women's Synthetic Insulation Jackets,688
The North Face Momentum ThermoBall Hybrid Jacket - Women's,Women's Synthetic Insulation Jackets,326
The North Face FuseForm Dot Matrix Jacket - Women's,Women's Multi-Sport Rain Jackets,334
Eider Neopulse Shell Jacket - Men's,Men's Multi-Sport Rain Jackets,373
SmartWool Propulsion 60 Jacket - Men's,Men's Synthetic Insulation Jackets,374
Black Diamond Dawn Patrol LT Soft-Shell Jacket - Men's,Men's Soft-Shell Jackets,538
Black Diamond Stance Belay Parka - Women's,Women's Synthetic Insulation Jackets,629
Patagonia R1 Full-Zip Jacket - Women's,Women's Fleece Jackets,317
Marmot Stockholm JR Jacket - Kids' - 2014,Kids' Down Jackets,620
Cordillera Bellaval Insulated Jacket - Women's - 2015,Women's Synthetic Insulation Jackets,300
Marmot Tempo Jacket - Women's - 2014,Women's Soft-Shell Jackets,425
Outdoor Research Mithril Jacket - Men's,Men's Soft-Shell Jackets,680
Black Diamond Stance Belay Jacket - Women's - 2014,Women's Synthetic Insulation Jackets,399
Marmot Reactor Fleece Jacket - Men's - 2015,Men's Fleece Jackets,396
The North Face Chromium Thermal Jacket - Men's,Men's Soft-Shell Jackets,799
Marmot Super Gravity Jacket - Men's - 2014,Men's Soft-Shell Jackets,816
Black Diamond Solution Fleece Hoodie Jacket - Men's - 2014,Men's Fleece Jackets,479
Black Diamond Crag Hoody - Men's - 2014,Men's Soft-Shell Jackets,720
Icebreaker Sierra Mountain Icon Fleece Jacket - Men's - 2014,Men's Fleece Jackets,907
Black Diamond B.D.V. Jacket - Men's - 2015,Men's Soft-Shell Jackets,391
Black Diamond Induction Soft-Shell Jacket - Men's - 2015,Men's Soft-Shell Jackets,496
REI Agile Therm Hoodie - Women's,Women's Synthetic Insulation Jackets,601
The North Face Tonnerro Hybrid Down Vest - Women's,Women's Down Jackets,300
The North Face Petrel Hybrid Wind Jacket - Boys' - 2015,Kids' Wind Shells,178
Eider Pulsate Rain Jacket - Men's,Men's Multi-Sport Rain Jackets,269
Marmot Thermo 1/2 Zip - Men's - 2014,Men's Fleece Jackets,340
Mountain Hardwear Pyxis Fleece Jacket - Women's - 2014,Women's Fleece Jackets,396
The North Face Venture Rain Jacket - Women's - 2015,Women's Multi-Sport Rain Jackets,340
The North Face Oso Fleece Hoodie - Girls' - 2015,Kids' Fleece Jackets,343
Mammut MTR 141 Air Jacket - Women's,Women's Soft-Shell Jackets,161
The North Face ThermoBall Remix Jacket - Men's,Men's Synthetic Insulation Jackets,430
Sierra Designs Stow Windshirt Jacket - Women's - 2014,Women's Wind Shells,99
Black Diamond Dawn Patrol Soft-Shell Jacket - Men's - 2014,Men's Soft-Shell Jackets,700
Marmot Wrangell Jacket - Men's - 2014,Men's Fleece Jackets,595
Marmot Gravity Soft-Shell Jacket - Men's - 2014,Men's Soft-Shell Jackets,708
The North Face Nimble Jacket - Women's - 2015,Women's Soft-Shell Jackets,425
The North Face Flurry Wind Hoodie - Girls' - 2015,Kids' Wind Shells,141
Marmot Spectrum Jacket - Women's - 2015,Women's Running Jackets,368
Marmot Marsell Jacket - Women's - 2014,Women's Multi-Sport Rain Jackets,595
SmartWool PhD SmartLoft Divide Hoodie Jacket - Women's - 2013,Women's Synthetic Insulation Jackets,623
Marmot Alpinist Tech Fleece Jacket - Men's - 2014,Men's Fleece Jackets,439
Sierra Designs Cloud Windshell Jacket - Women's - 2013,Women's Wind Shells,141
REI Kimtah Rain Jacket - Men's,Men's Multi-Sport Rain Jackets,450
Eider Blow Alpha II Insulated Jacket - Men's,Men's Synthetic Insulation Jackets,487
Sierra Designs Sierra Designs DriDown Rain Jacket - Men's,Men's Down Jackets,538
Sierra Designs Stow Windshirt - Men's - 2014,Men's Wind Shells,141
Marmot Sunspot 1/2 Zip - Women's - 2014,Women's Fleece Jackets,238
adidas Terrex Downblaze Jacket - Men's,Men's Down Jackets,368
Black Diamond Access LT Hybrid Hoodie Jacket - Men's - 2015,Men's Synthetic Insulation Jackets,394
Marmot Thermo 1/2 Zip - Women's - 2014,Women's Fleece Jackets,283
The North Face Mod-Osito Fleece Jacket - Women's - 2015,Women's Fleece Jackets,538
Marmot Caldus Fleece Jacket - Women's - 2014,Women's Fleece Jackets,272
Marmot Rocklin 1/2 Zip - Men's - 2014,Men's Fleece Jackets,300
Marmot Furnace Jacket - Women's - 2014,Women's Fleece Jackets,368
Sierra Designs Stretch Rain Jacket - Men's - 2014,Men's Multi-Sport Rain Jackets,524
Black Diamond Stack Hoodie - Men's - 2015,Men's Soft-Shell Jackets,450
REI Snowcrest 3-in-1 Jacket - Women's,Women's Synthetic Insulation Jackets,1162
Mountain Hardwear Piero Jacket - Men's - 2014,Men's Soft-Shell Jackets,56
Marmot Isotherm 1/2 Zip - Women's - 2015,Women's Synthetic Insulation Jackets,266
Marmot Reactor Fleece Jacket - Men's - 2014,Men's Fleece Jackets,396
Marmot Caldus Fleece Jacket - Men's - 2014,Men's Fleece Jackets,439
Marmot Alpinist 1/2 Zip - Men's - 2014,Men's Fleece Jackets,439
Marmot Caldus Jacket - Women's - 2014,Women's Fleece Jackets,272
Eider Shift Wool Hoodie Jacket - Men's,Men's Fleece Jackets,309
Sierra Designs Capiz Down Jacket - Men's - 2014,Men's Down Jackets,371
Black Diamond Reverb Hoodie - Women's - 2014,Women's Fleece Jackets,470
The North Face Chromium Thermal Soft-Shell Jacket - Women's - 2014,Women's Soft-Shell Jackets,751
Black Diamond Flow State Soft-Shell Hoodie - Men's - 2015,Men's Soft-Shell Jackets,479
The North Face Apex Bionic Jacket - Women's - 2015,Women's Soft-Shell Jackets,581
Marmot Backroad Fleece Jacket - Men's - 2014,Men's Fleece Jackets,793
The North Face Flyweight Jacket - Women's - 2015,Women's Wind Shells,202
The North Face Mack Mays Full-Zip Hoodie - Boys' - 2015,Kids' Fleece Jackets,328
Marmot Calen Jacket - Men's - 2015,Men's Synthetic Insulation Jackets,354
Marmot Mica Rain Jacket - Men's - 2014,Men's Multi-Sport Rain Jackets,198
Black Diamond CoEfficient Jacket - Women's - 2015,Women's Fleece Jackets,277
The North Face Shellrock Jacket - Men's - 2015,Men's Soft-Shell Jackets,549
Marmot Fusion Jacket - Women's - 2015,Women's Running Jackets,249
Marmot Estes Soft-Shell Hoodie Jacket - Men's - 2014,Men's Soft-Shell Jackets,589
Mammut Sauk Midlayer Jacket - Men's - 2015,Men's Fleece Jackets,425
Millet Les Drus Shield Jacket - Men's,Men's Wind Shells,425
Marmot Solitude Hoodie - Women's - 2015,Women's Fleece Jackets,396
Marmot Kenzie Jacket - Women's - 2015,Women's Fleece Jackets,453
The North Face Shellrock Jacket - Men's,Men's Soft-Shell Jackets,549
Patagonia Leashless Jacket - Men's,Men's Multi-Sport Rain Jackets,371
Outdoor Research Enchainment Jacket - Men's,Men's Soft-Shell Jackets,521
Marmot Drop Line Jacket - Men's,Men's Fleece Jackets,379
adidas Terrex Skyclimb Jacket - Men's,Men's Synthetic Insulation Jackets,368
Black Diamond Access LT Hybrid Jacket - Men's,Men's Synthetic Insulation Jackets,334
Eider Power Hoodie Soft-Shell Jacket - Men's,Men's Soft-Shell Jackets,371
Millet Durban 2.5L Stretch Jacket - Men's,Men's Multi-Sport Rain Jackets,481
adidas Terrex Swift Soft-Shell Hoodie - Men's,Men's Soft-Shell Jackets,368
Mammut Makai Jacket - Women's,Women's Multi-Sport Rain Jackets,490
REI Rainwall Rain Jacket - Women's - 2014,Women's Multi-Sport Rain Jackets,354
Marmot Thermo Kinetic Jacket - Men's - 2014,Men's Fleece Jackets,476
Marmot Ramble Component Jacket - Women's - 2014,Women's Multi-Sport Rain Jackets,623
The North Face Cinnabar Triclimate 3-in-1 Jacket - Women's - 2014,Women's Synthetic Insulation Jackets,989
Black Diamond Dawn Patrol LT Soft-Shell Jacket - Men's - 2014,Men's Soft-Shell Jackets,541
Icebreaker Helix Zip Jacket - Men's - 2014,Men's Synthetic Insulation Jackets,907
Cordillera Gannett Insulated Jacket - Men's - 2015,Men's Synthetic Insulation Jackets,360
Black Diamond Dawn Patrol Jacket - Women's - 2014,Women's Soft-Shell Jackets,518
Black Diamond Convergent Down Hoodie - Women's - 2015,Women's Down Jackets,28
Black Diamond Induction Soft-Shell Jacket - Women's - 2015,Women's Soft-Shell Jackets,496
Black Diamond B.D.V. Hoodie - Men's - 2015,Men's Soft-Shell Jackets,425
The North Face Momentum Jacket - Men's - 2015,Men's Fleece Jackets,510
The North Face Cipher Hybrid Jacket - Men's - 2015,Men's Soft-Shell Jackets,28
Mammut Sahale Tech Fleece Jacket - Men's - 2015,Men's Fleece Jackets,411
Mountain Hardwear Chill Factor 20 Fleece Jacket - Men's - 2014,Men's Fleece Jackets,28
